CHROMOSOME	START	END	ELEMENT	SYMBOL
4	81733385	81734207	ENSG00000248282	MTCYBP44
4	43898962	43899351	ENSG00000124399	NDUFB4P12
4	82483170	82562357	ENSG00000249242	TMEM150C
4	54229280	54298245	ENSG00000134853	PDGFRA
4	128269237	128288829	ENSG00000164040	PGRMC2
4	89836408	89841978	ENSG00000247775	SNCA-AS1
4	131379717	131591825	ENSG00000250102	LINC02377
4	70397931	70410195	ENSG00000171199	OPRPN
4	84796614	84810403	ENSG00000251260	WDFY3-AS1
4	125723267	125724217	ENSG00000249555	TMEM248P1
4	73571550	73620631	ENSG00000169435	RASSF6
4	98658904	98664550	ENSG00000260641	TSPAN5-DT
4	130494673	130495285	ENSG00000248877	PGBD4P4
4	49016682	49017154	ENSG00000225455	TPI1P4
4	135371177	135371924	ENSG00000250834	KRT18P54
4	55948871	56033361	ENSG00000174799	CEP135
4	99950006	100195099	ENSG00000245322	H2AZ1-DT
4	100395341	100880126	ENSG00000164035	EMCN
4	138298856	138312658	ENSG00000248397	LINC00498
4	48483343	48489526	ENSG00000145248	SLC10A4
4	138057464	138178177	ENSG00000250033	SLC7A11-AS1
4	46035769	46124054	ENSG00000163285	GABRG1
4	134196333	134201789	ENSG00000254535	PABPC4L
4	52044805	52046954	ENSG00000251040	LINC02480
4	86823468	86849384	ENSG00000145283	SLC10A6
4	143870864	143905563	ENSG00000197465	GYPE
4	82275071	82276600	ENSG00000234568	BIN2P1
4	127623271	127726737	ENSG00000164066	INTU
4	97916353	97917401	ENSG00000250293	CRYZP2
4	94117792	94207556	ENSG00000246541	SMARCAD1-DT
4	132591064	132678503	ENSG00000251398	LINC01256
4	61211652	61212203	ENSG00000241261	RPL17P19
4	99276369	99291003	ENSG00000187758	ADH1A
4	132592084	132592536	ENSG00000249038	AARS1P1
4	41722538	41723512	ENSG00000249081	OR5M14P
4	129093317	129116640	ENSG00000151470	C4orf33
4	81919995	81920387	ENSG00000248448	COX5BP1
4	73710302	73714527	ENSG00000228277	UMLILO
4	73397114	73421482	ENSG00000163631	ALB
4	129612330	129771527	ENSG00000246876	LINC02466
4	100185870	100190782	ENSG00000145358	DDIT4L
4	150264435	151015727	ENSG00000198589	LRBA
4	128864921	129093600	ENSG00000151466	SCLT1
4	75576496	75630716	ENSG00000138769	CDKL2
4	82401578	82402456	ENSG00000250325	IGBP1P4
4	85475150	86002668	ENSG00000138639	ARHGAP24
4	88725955	89111398	ENSG00000138640	FAM13A
4	99816827	99870190	ENSG00000070190	DAPP1
4	127730400	127774292	ENSG00000151475	SLC25A31
4	9563171	9563950	ENSG00000244004	RPS3AP19
4	68447463	68497604	ENSG00000087128	TMPRSS11E
4	133149294	133208606	ENSG00000138650	PCDH10
4	152618628	152680012	ENSG00000170006	TMEM154
4	68053198	68129869	ENSG00000198092	TMPRSS11F
4	82893009	82900960	ENSG00000251022	THAP9-AS1
4	40749925	40811184	ENSG00000179299	NSUN7
4	143996104	144019380	ENSG00000250361	GYPB
4	33010948	33011746	ENSG00000250076	MAPRE1P2
4	140859807	141212877	ENSG00000170153	RNF150
4	96310701	96818864	ENSG00000248510	LINC02267
4	69027831	69044578	ENSG00000250919	UGT2B26P
4	68038544	68039647	ENSG00000227725	POLR2MP1
4	58984215	59046959	ENSG00000251266	LINC02429
4	141220887	141234697	ENSG00000109445	ZNF330
4	138309613	138663403	ENSG00000251372	LINC00499
4	14111968	14140052	ENSG00000248698	LINC01085
4	979073	993440	ENSG00000145217	SLC26A1
4	52051304	52097299	ENSG00000163071	SPATA18
4	88592434	88708541	ENSG00000138641	HERC3
4	137193756	137198367	ENSG00000250341	LINC02510
4	151670504	151761007	ENSG00000059691	GATB
4	40056850	40158252	ENSG00000078177	N4BP2
4	147506091	147506765	ENSG00000251254	GTF2F2P1
4	137448087	137448501	ENSG00000213448	RPS23P2
4	143577302	143700675	ENSG00000183090	FREM3
4	134327063	134328798	ENSG00000248191	PES1P1
4	94298535	94342876	ENSG00000163106	HPGDS
4	137301001	137301187	ENSG00000250813	SERF1AP1
4	137978547	138131182	ENSG00000248307	LINC00616
4	97366681	97491899	ENSG00000251620	STPG2-AS1
4	133124104	133126063	ENSG00000248735	R3HDM2P1
4	129133106	129134098	ENSG00000251345	CDRT15P11
4	80182637	80197410	ENSG00000248719	PRDM8-AS1
4	49502145	49506022	ENSG00000251056	ANKRD20A17P
4	144646156	144745271	ENSG00000164161	HHIP
4	154781213	154828813	ENSG00000151962	RBM46
4	132367786	132368479	ENSG00000251051	ELL2P2
4	148078762	148444698	ENSG00000151623	NR3C2
4	151099624	151104642	ENSG00000145425	RPS3A
4	55595229	55636698	ENSG00000109255	NMU
4	158201604	158255416	ENSG00000164124	TMEM144
4	146077717	146121913	ENSG00000248809	LINC01095
4	96902801	96903050	ENSG00000236764	COX7A2P2
4	77157207	77433388	ENSG00000138764	CCNG2
4	155451617	155452405	ENSG00000249247	MTCYBP17
4	144572238	144572983	ENSG00000250504	KRT18P51
4	145335263	145343559	ENSG00000272727	LINC02266
4	136795919	137212799	ENSG00000248869	LINC02511
4	153710160	153760024	ENSG00000145428	RNF175
4	147637785	147684163	ENSG00000164169	PRMT9
4	158270378	158278676	ENSG00000251429	AIDAP2
4	155206529	155209027	ENSG00000250538	NPY2R-AS1
4	145375543	145376253	ENSG00000251333	RTN3P1
4	68061822	68063269	ENSG00000215127	SYT14P1
4	88695913	88697829	ENSG00000177432	NAP1L5
4	100190033	100215505	ENSG00000249710	DDIT4L-AS1
4	129903010	129904163	ENSG00000234125	EEF1GP8
4	155381042	155381239	ENSG00000250205	YWHAEP4
4	123745750	123746226	ENSG00000228489	RPL21P50
4	154604134	154612967	ENSG00000171557	FGG
4	124664048	124712732	ENSG00000151458	ANKRD50
4	16360686	16397323	ENSG00000249506	ZEB2P1
4	159007119	159007835	ENSG00000248988	PSME2P3
4	141569931	141576077	ENSG00000250141	LINC02276
4	165404067	165406350	ENSG00000251596	HADHAP1
4	168863770	169010275	ENSG00000145439	CBR4
4	156634494	156642454	ENSG00000251283	LINC02272
4	137425426	137425864	ENSG00000251440	STMN1P2
4	98740742	98741231	ENSG00000227118	BTF3P13
4	142933195	143184861	ENSG00000250326	USP38-DT
4	127781821	127840733	ENSG00000164070	HSPA4L
4	128809700	128875224	ENSG00000077684	JADE1
4	68049706	68050478	ENSG00000283131	MTND2P41
4	86594315	86815171	ENSG00000163629	PTPN13
4	155457961	155458640	ENSG00000248420	MTATP6P9
4	54845568	54859241	ENSG00000251256	LINC02358
4	75081702	75084717	ENSG00000260265	LINC02562
4	174636920	174829247	ENSG00000145451	GLRA3
4	128768228	128769948	ENSG00000280711	JADRR
4	134383467	134545648	ENSG00000251291	LINC02462
4	92268767	92277075	ENSG00000249152	LNCPRESS2
4	168755816	168756382	ENSG00000214676	RPL9P16
4	152551277	152552364	ENSG00000243417	RPS3AP18
4	152769354	152779730	ENSG00000169989	TIGD4
4	84544304	84544519	ENSG00000258013	RPL3P13
4	135565117	135567157	ENSG00000248104	TARS2P1
4	174236658	174283667	ENSG00000164117	FBXO8
4	157076125	157172090	ENSG00000109738	GLRB
4	131727587	131791492	ENSG00000251676	SNHG27
4	932387	958656	ENSG00000127419	TMEM175
4	143424753	143426013	ENSG00000243175	RPSAP36
4	171536034	171638763	ENSG00000249297	LINC02174
4	171040564	171059163	ENSG00000248872	LINC02431
4	129135926	129139740	ENSG00000248958	ZSWIM5P3
4	169094259	169270956	ENSG00000154447	SH3RF1
4	150078445	150257438	ENSG00000170390	DCLK2
4	143513702	143557486	ENSG00000153147	SMARCA5
4	153466346	153636711	ENSG00000121210	TMEM131L
4	140620782	140756385	ENSG00000109436	TBC1D9
4	153780591	153789083	ENSG00000145423	SFRP2
4	175574868	175576140	ENSG00000248574	ADAM20P2
4	89236383	89307800	ENSG00000185477	GPRIN3
4	29748757	29750100	ENSG00000249542	EEF1A1P21
4	56467617	56503681	ENSG00000174780	SRP72
4	165517255	165517501	ENSG00000248287	SCGB1D5P
4	170343089	170372311	ENSG00000251061	LINC02512
4	153658572	153659653	ENSG00000248208	WDR45P1
4	150582151	150584693	ENSG00000181541	MAB21L2
4	157572490	157576154	ENSG00000234111	LINC02433
4	98470367	98658611	ENSG00000168785	TSPAN5
4	94743668	94757681	ENSG00000249599	BMPR1B-DT
4	144109303	144140751	ENSG00000170180	GYPA
4	88257620	88284769	ENSG00000163644	PPM1K
4	177729638	177907936	ENSG00000251504	LINC01099
4	183037665	183040119	ENSG00000230219	CIBAR1P2
4	158769026	158908050	ENSG00000052795	FNIP2
4	163323962	163344832	ENSG00000164128	NPY1R
4	163494442	163520539	ENSG00000198498	TMA16
4	175494614	175496000	ENSG00000251174	TSEN2P1
4	94451857	94668227	ENSG00000163110	PDLIM5
4	177442519	177681381	ENSG00000250131	AGA-DT
4	155452526	155453044	ENSG00000249770	MTND6P17
4	154626945	154753120	ENSG00000121207	LRAT
4	154535005	154550400	ENSG00000171566	PLRG1
4	174283730	174333380	ENSG00000164118	CEP44
4	183505058	183512429	ENSG00000168556	ING2
4	161383897	162164004	ENSG00000168843	FSTL5
4	138425523	138436869	ENSG00000249381	LINC00500
4	147732063	148072776	ENSG00000071205	ARHGAP10
4	170581470	170605450	ENSG00000181359	HSP90AA6P
4	169010430	169010939	ENSG00000251445	CBR4-DT
4	165684639	165762778	ENSG00000249500	LINC01179
4	171812254	173041559	ENSG00000174473	GALNTL6
4	168497052	168928457	ENSG00000129116	PALLD
4	155461633	155462663	ENSG00000248907	MTND2P33
4	159026139	159026527	ENSG00000249367	FABP5P12
4	184088706	184221230	ENSG00000164303	ENPP6
4	143513472	143514635	ENSG00000245112	SMARCA5-AS1
4	183639635	183659203	ENSG00000182552	RWDD4
4	147458724	147459321	ENSG00000249004	PRMT5P1
4	184474802	184477304	ENSG00000271646	IRF2-DT
4	181905790	181906467	ENSG00000251433	CCNHP1
4	184365180	184382416	ENSG00000249096	LINC02362
4	147617386	147672044	ENSG00000164168	TMEM184C
4	155458870	155459563	ENSG00000249386	MTCO2P9
4	190087705	190088979	ENSG00000281627	DUX4L3
4	141636583	141733987	ENSG00000164136	IL15
4	135866983	135913680	ENSG00000248330	LINC00613
4	189973599	189973847	ENSG00000249462	MLLT10P2
4	185445182	185471752	ENSG00000168491	CCDC110
4	190067935	190069209	ENSG00000281720	DUX4L8
4	184387729	184474550	ENSG00000168310	IRF2
4	190084412	190085686	ENSG00000280757	DUX4L1
4	148526493	148527139	ENSG00000251418	ASS1P8
4	184299129	184299640	ENSG00000227765	MYL12BP2
4	163343892	163351934	ENSG00000164129	NPY5R
4	189982523	189984871	ENSG00000251297	TUBB7P
4	154724586	154724880	ENSG00000249074	NDUFB2P1
4	158893134	159038760	ENSG00000164123	C4orf45
4	183233628	183240634	ENSG00000251128	WWC2-AS1
4	177728757	178028971	ENSG00000231171	LINC01098
4	152536264	152539263	ENSG00000268471	MIR4453HG
4	165277812	165279679	ENSG00000229894	GK3P
4	181064089	181159149	ENSG00000248197	LINC00290
4	155462873	155463823	ENSG00000251407	MTND1P22
4	165873237	166104457	ENSG00000038295	TLL1
4	155342658	155376970	ENSG00000164114	MAP9
4	170060222	170091699	ENSG00000109576	AADAT
4	190091005	190092279	ENSG00000280457	DUX4L2
4	190173774	190185942	ENSG00000260596	DUX4
4	162322188	162323907	ENSG00000251253	MTHFD2P4
4	174829668	174978180	ENSG00000168594	ADAM29
4	159665833	159777828	ENSG00000250488	LINC02233
4	152320544	152536092	ENSG00000109670	FBXW7
4	177309874	177362936	ENSG00000109674	NEIL3
4	176213673	176277571	ENSG00000164122	ASB5
4	180573464	180574027	ENSG00000251025	NDUFB5P1
4	164725310	164726706	ENSG00000248162	CHORDC1P3
4	176184579	176195585	ENSG00000150628	SPATA4
4	171289475	171298267	ENSG00000248339	LINC02504
4	190037916	190038399	ENSG00000250053	RARRES2P4
4	190195727	190196190	ENSG00000261914	RPL23AP84
4	176683538	176792922	ENSG00000150630	VEGFC
4	155459704	155461237	ENSG00000251223	MTCO1P9
4	160539254	160586817	ENSG00000249425	LINC02477
4	173168811	173323967	ENSG00000109586	GALNT7
4	163110073	163166890	ENSG00000145414	NAF1
4	183321764	183322426	ENSG00000185758	CLDN24
4	176875688	176908031	ENSG00000250263	LINC02509
4	176012038	176014417	ENSG00000250372	MARK2P4
4	165547532	165551060	ENSG00000248327	NOL8P1
4	185585444	185956652	ENSG00000154556	SORBS2
4	176308268	176320458	ENSG00000248980	SPCS3-AS1
4	152779937	152918463	ENSG00000164144	ARFIP1
4	163382179	163382516	ENSG00000227283	RPL35AP12
4	183097017	183099199	ENSG00000251359	WWC2-AS2
4	182143987	182803024	ENSG00000218336	TENM3
4	183797692	184023526	ENSG00000173320	STOX2
4	176319966	176332245	ENSG00000129128	SPCS3
4	190071232	190072506	ENSG00000281652	DUX4L7
4	188139441	188147743	ENSG00000184108	TRIML1
4	147480917	147544954	ENSG00000151617	EDNRA
4	181260442	181265145	ENSG00000249460	LINC02500
4	170099818	170100104	ENSG00000248822	APOBEC3AP1
4	170742469	170743718	ENSG00000250968	LINC02382
4	166733384	167234796	ENSG00000196104	SPOCK3
4	155453049	155454803	ENSG00000248748	MTND5P9
4	169986597	170033031	ENSG00000198948	MFAP3L
4	185051081	185115500	ENSG00000250754	LINC02436
4	165207561	165323156	ENSG00000109466	KLHL2
4	185143266	185150382	ENSG00000151729	SLC25A4
4	162521682	162522041	ENSG00000248396	TOMM22P4
4	185399537	185425979	ENSG00000109775	UFSP2
4	190077818	190079092	ENSG00000280799	DUX4L5
4	149789952	149790303	ENSG00000251482	AKIRIN2P1
4	187370648	187371921	ENSG00000250042	LINC02514
4	149147793	149154175	ENSG00000250252	LINC02430
4	152337655	152338098	ENSG00000270751	FBXW7-AS1
4	177430774	177442437	ENSG00000038002	AGA
4	152796063	152796831	ENSG00000250980	NSA2P6
4	160818422	160818869	ENSG00000242635	RPS14P7
4	145110838	145180589	ENSG00000164164	OTUD4
4	167648430	167648796	ENSG00000248913	PHBP14
4	143559472	143561460	ENSG00000236296	GUSBP5
4	99896248	99946618	ENSG00000164031	DNAJB14
4	156760454	156971799	ENSG00000145431	PDGFC
4	151277171	151291453	ENSG00000189099	PRSS48
4	144831908	145098541	ENSG00000164162	ANAPC10
4	150720981	150721478	ENSG00000183432	ZBTB8OSP1
4	188387471	188389666	ENSG00000248880	ICE2P1
4	158315311	158653372	ENSG00000171509	RXFP1
4	189659605	189661486	ENSG00000250739	LINC01262
4	187408232	187415748	ENSG00000250620	LINC02515
4	187201986	187209346	ENSG00000249747	LINC02374
4	165327667	165343164	ENSG00000052802	MSMO1
4	151027090	151027617	ENSG00000235606	AK4P6
4	145757627	145938823	ENSG00000151612	ZNF827
4	154231742	154491799	ENSG00000197410	DCHS2
4	151409176	151670503	ENSG00000164142	FHIP1A
4	183444635	183449064	ENSG00000168564	CDKN2AIP
4	187746094	187748199	ENSG00000249162	ADAM20P3
4	155455050	155456411	ENSG00000248548	MTND4P8
4	144845625	144847344	ENSG00000249193	HSPD1P5
4	189881515	189884868	ENSG00000250666	LINC01596
4	145269810	145270558	ENSG00000240992	RPS23P4
4	187995771	188005046	ENSG00000179059	ZFP42
4	155456638	155456981	ENSG00000249127	MTND3P3
4	95162504	95549206	ENSG00000182168	UNC5C
4	183099257	183320777	ENSG00000151718	WWC2
4	137545731	137603430	ENSG00000251632	LINC02172
4	174490175	174523154	ENSG00000164120	HPGD
4	186900540	186900838	ENSG00000249539	MRPS36P2
4	190074525	190075799	ENSG00000281058	DUX4L6
4	151407551	151408835	ENSG00000251611	FHIP1A-DT
4	187532873	187672755	ENSG00000250590	LINC02492
4	183659267	183713594	ENSG00000168538	TRAPPC11
4	169791221	169791702	ENSG00000229204	PTGES3P3
4	181820019	181829973	ENSG00000251336	TEMN3-AS1
4	163471095	163473754	ENSG00000151005	TKTL2
4	188776657	188785511	ENSG00000251619	LINC02508
4	190021407	190022665	ENSG00000224807	DUX4L9
4	158170752	158202877	ENSG00000248429	GASK1B-AS1
4	163932526	163933182	ENSG00000177803	YWHAQP4
4	186286094	186500997	ENSG00000251165	F11-AS1
4	98995659	99062809	ENSG00000164024	METAP1
4	158182825	158183393	ENSG00000251073	NUDT19P5
4	190064502	190067864	ENSG00000281591	DBET
4	149154279	149278123	ENSG00000248210	LINC02355
4	74445136	74455005	ENSG00000109321	AREG
4	95549129	95552457	ENSG00000271474	UNC5C-AS1
4	37244743	37449463	ENSG00000174145	NWD2
4	155457180	155457960	ENSG00000249698	MTCO3P9
4	183483490	183484185	ENSG00000213434	VTI1BP2
4	184503271	184537626	ENSG00000271538	LINC02427
4	185396021	185400628	ENSG00000186352	ANKRD37
4	60750575	60796103	ENSG00000249066	LINC02496
4	99022311	99023131	ENSG00000250496	ABT1P1
4	148703526	148703832	ENSG00000225176	ATP5MGP4
4	95644952	95645293	ENSG00000242936	RPL30P6
4	145098288	145129524	ENSG00000164163	ABCE1
4	37826660	37862937	ENSG00000169299	PGM2
4	190081118	190082386	ENSG00000258834	DUX4L4
4	155208636	155217078	ENSG00000185149	NPY2R
4	120895494	120897083	ENSG00000251609	SETP12
4	164197007	164197711	ENSG00000248546	ANP32C
4	189472965	189475192	ENSG00000205100	HSP90AA4P
4	128155389	128156204	ENSG00000248394	FOSL1P1
4	186328716	186329601	ENSG00000213332	SLC25A5P6
4	189940870	189963202	ENSG00000109536	FRG1
4	184988997	185005186	ENSG00000248517	LINC02437
4	190041342	190043414	ENSG00000214273	AGGF1P1
4	92182477	92184052	ENSG00000248817	PMPCAP1
4	188159705	188161157	ENSG00000248370	LINC02434
4	165361194	165498547	ENSG00000109472	CPE
4	165070608	165208549	ENSG00000170088	TMEM192
4	190057902	190063005	ENSG00000249003	CLUHP4
4	56530606	56603507	ENSG00000249693	THEGL
4	64430909	64433215	ENSG00000250768	DPP3P1
4	88709298	88730103	ENSG00000248019	FAM13A-AS1
4	74917822	74918138	ENSG00000250356	HSPE1P23
4	98976800	98977117	ENSG00000251437	NDUFS5P4
4	147567606	147594589	ENSG00000251688	LINC02507
4	129771596	129975329	ENSG00000249618	LINC02465
4	175790307	175812189	ENSG00000249106	GPM6A-DT
4	147609552	147617245	ENSG00000251298	TMEM184C-DT
4	131857343	131857913	ENSG00000184139	RPL7AP28
4	350157	350252	ENSG00000207642	MIR571
4	2250077	2250156	ENSG00000284276	MIR4800
4	2316197	2316506	ENSG00000239247	RN7SL589P
4	4920770	4921064	ENSG00000200761	RN7SKP113
4	5923275	5923328	ENSG00000263631	MIR378D1
4	7112088	7112399	ENSG00000200867	RN7SKP36
4	7310450	7310524	ENSG00000264658	MIR4798
4	6997012	6997328	ENSG00000202392	RN7SKP292
4	9556168	9556316	ENSG00000221275	MIR548I2
4	8393015	8393124	ENSG00000202054	RNA5SP152
4	10078611	10078692	ENSG00000264931	MIR3138
4	10115756	10115884	ENSG00000223086	RNA5SP155
4	9792751	9792861	ENSG00000252002	RNA5SP154
4	11414051	11414160	ENSG00000222182	RNA5SP156
4	12312588	12312690	ENSG00000212282	RNU6-578P
4	13627865	13627957	ENSG00000266240	MIR5091
4	15093767	15094094	ENSG00000199420	RN7SKP170
4	11368827	11368921	ENSG00000207716	MIR572
4	17320746	17320882	ENSG00000206780	SNORA75B
4	24520192	24520290	ENSG00000207697	MIR573
4	24563193	24563461	ENSG00000243005	RN7SL16P
4	22118983	22119089	ENSG00000239001	RNU6-420P
4	20528275	20528384	ENSG00000207732	MIR218-1
4	21464700	21464758	ENSG00000283281	MIR7978
4	19181814	19181856	ENSG00000251816	RNA5SP157
4	28711198	28711476	ENSG00000243548	RN7SL101P
4	28819582	28819668	ENSG00000283275	MIR4275
4	25598564	25598625	ENSG00000238632	RNU7-126P
4	36426366	36426428	ENSG00000283207	MIR1255B1
4	38758791	38758892	ENSG00000222230	RNA5SP158
4	35495898	35496003	ENSG00000206665	RNU6-573P
4	38868032	38868127	ENSG00000207944	MIR574
4	39761000	39761298	ENSG00000243260	RN7SL558P
4	40077884	40077982	ENSG00000200455	RNU6-1112P
4	40502040	40502119	ENSG00000263642	MIR4802
4	40377452	40377513	ENSG00000239010	RNU7-74P
4	40990154	40990273	ENSG00000201736	RNA5SP160
4	41084607	41084713	ENSG00000199790	RNU6-836P
4	41113942	41114045	ENSG00000207198	RNU6-1195P
4	41771945	41772103	ENSG00000200338	RNU1-49P
4	39936753	39936855	ENSG00000252970	RNA5SP159
4	37241910	37241991	ENSG00000264319	MIR4801
4	42892396	42892618	ENSG00000252595	RN7SKP82
4	39621012	39621073	ENSG00000252796	RNU7-11P
4	45480030	45480136	ENSG00000200720	RNU6-931P
4	46531237	46531342	ENSG00000252243	RNU6-412P
4	39297605	39297711	ENSG00000206675	RNU6-32P
4	43863274	43863549	ENSG00000239679	RN7SL193P
4	45995119	45995423	ENSG00000222257	RN7SKP199
4	48932755	48932854	ENSG00000252913	RNU6-158P
4	43598544	43598844	ENSG00000239464	RN7SL691P
4	48574453	48574520	ENSG00000251722	RNU5E-3P
4	47652669	47652743	ENSG00000277388	MIR8053
4	55798636	55798731	ENSG00000251923	RNU6-276P
4	55540502	55540835	ENSG00000223305	RN7SKP30
4	52494849	52494952	ENSG00000199924	RNU6-1252P
4	53265461	53265567	ENSG00000207385	RNU6-310P
4	60922619	60922684	ENSG00000265829	MIR548AG1
4	59834063	59834167	ENSG00000201775	RNU6-1325P
4	55885595	55885701	ENSG00000202358	RNU6-652P
4	66897262	66897371	ENSG00000252890	RNU6-699P
4	66276824	66276928	ENSG00000221563	MIR1269A
4	64397694	64397787	ENSG00000252104	RNU6-191P
4	67429591	67429754	ENSG00000206629	RNU1-63P
4	67439992	67440118	ENSG00000274759	RNA5SP527
4	68003895	68004001	ENSG00000207428	RNU6-95P
4	73026748	73026873	ENSG00000210839	RNU6ATAC5P
4	71759518	71759616	ENSG00000222236	RNA5SP163
4	72965178	72965303	ENSG00000252955	RNU4ATAC9P
4	81334303	81334418	ENSG00000207065	RNU5A-2P
4	82174547	82174653	ENSG00000202485	RNU6-499P
4	84233657	84233763	ENSG00000200108	RNU6-774P
4	85100496	85100823	ENSG00000201901	RN7SKP48
4	82753337	82753430	ENSG00000207746	MIR575
4	93820171	93820280	ENSG00000252342	RNA5SP164
4	84687725	84688000	ENSG00000239466	RN7SL552P
4	84886386	84886486	ENSG00000252062	RNU6-469P
4	83003412	83003517	ENSG00000251874	RNU6-615P
4	88684848	88684954	ENSG00000207524	RNU6-33P
4	95868667	95868764	ENSG00000200622	RNU6-1059P
4	85722468	85722533	ENSG00000266421	MIR4451
4	96348734	96349038	ENSG00000201640	RN7SKP28
4	98966815	98966873	ENSG00000252548	RNU7-149P
4	98997387	98997460	ENSG00000265213	MIR3684
4	101723876	101723980	ENSG00000199529	RNU6-462P
4	107435118	107435220	ENSG00000252470	RNU6-551P
4	96152297	96152403	ENSG00000201744	RNU6-34P
4	103924540	103924641	ENSG00000252460	RNU6-635P
4	108652150	108652256	ENSG00000206601	RNU6-431P
4	116299725	116299768	ENSG00000284253	MIR1973
4	90370123	90370427	ENSG00000252087	RN7SKP248
4	118279190	118279320	ENSG00000275994	SNORA24
4	114656759	114656854	ENSG00000207931	MIR577
4	109450772	109451068	ENSG00000243227	RN7SL55P
4	109488698	109488795	ENSG00000207988	MIR576
4	101240795	101240872	ENSG00000273882	MIR8066
4	101330302	101330414	ENSG00000221265	MIR1255A
4	118606450	118606553	ENSG00000223225	RNU6-1054P
4	121061172	121061478	ENSG00000223006	RN7SKP137
4	121192797	121192903	ENSG00000252183	RNU6-948P
4	119434005	119434108	ENSG00000223208	RNU6-1217P
4	116839279	116839385	ENSG00000201752	RNU6-119P
4	120810469	120810569	ENSG00000212359	RNU6-550P
4	131720260	131720543	ENSG00000241392	RN7SL205P
4	127891991	127892082	ENSG00000251821	RNU6-583P
4	135995929	135996092	ENSG00000207322	RNU1-89P
4	131273242	131273348	ENSG00000206782	RNU6-224P
4	114799331	114799629	ENSG00000240637	RN7SL808P
4	140700835	140700942	ENSG00000207155	RNY1P14
4	145035132	145035436	ENSG00000222594	RN7SKP235
4	148557947	148558048	ENSG00000201846	RNA5SP166
4	148991572	148991633	ENSG00000239168	RNU7-197P
4	149934376	149934483	ENSG00000207121	RNU6-1230P
4	149907560	149907675	ENSG00000202331	RNA5SP167
4	150209706	150209768	ENSG00000238721	RNU7-194P
4	147745303	147745417	ENSG00000252951	RNA5SP165
4	139794125	139794433	ENSG00000252233	RN7SKP253
4	147782595	147782668	ENSG00000264274	MIR4799
4	150970671	150970782	ENSG00000252451	RNA5SP168
4	147808926	147809209	ENSG00000240014	RN7SL254P
4	151576766	151576916	ENSG00000253019	RN7SKP35
4	151102057	151102128	ENSG00000201264	SNORD73B
4	147344629	147344717	ENSG00000221369	MIR548G
4	151300518	151300613	ENSG00000252544	RNU6-1282P
4	151971497	151971613	ENSG00000253077	RNA5SP169
4	151103827	151103891	ENSG00000208797	SNORD73A
4	154543933	154544037	ENSG00000200350	RNU6-1285P
4	157201562	157201668	ENSG00000199859	RNU6-582P
4	152489327	152489416	ENSG00000264678	MIR3140
4	156986372	156986693	ENSG00000252350	RPPH1-3P
4	158395394	158395534	ENSG00000199634	RNU4-79P
4	165252580	165252661	ENSG00000200974	RNU4-87P
4	164620732	164620837	ENSG00000223037	RNU6-284P
4	152264150	152264445	ENSG00000244544	RN7SL446P
4	167662986	167663302	ENSG00000222721	RN7SKP188
4	166053187	166053287	ENSG00000252959	RNA5SP170
4	170891467	170891597	ENSG00000251961	RNU6ATAC13P
4	165386242	165386337	ENSG00000207559	MIR578
4	163828800	163829113	ENSG00000253001	RN7SKP105
4	168686608	168686716	ENSG00000206613	RNU6-1336P
4	168885355	168885461	ENSG00000201176	RNU6-853P
4	169005249	169005344	ENSG00000201818	RNY4P17
4	171186184	171186292	ENSG00000278502	MIR6082
4	152536428	152536516	ENSG00000283792	MIR4453
4	167400495	167400762	ENSG00000240772	RN7SL776P
4	173141643	173141938	ENSG00000241652	RN7SL253P
4	177457111	177457228	ENSG00000201931	RNA5SP172
4	178116721	178116861	ENSG00000253000	RNU1-45P
4	177181442	177181741	ENSG00000222859	RN7SKP136
4	166918364	166918478	ENSG00000212373	RNA5SP171
4	178406695	178406830	ENSG00000201727	RNA5SP173
4	163093574	163093628	ENSG00000283468	MIR4454
4	181834865	181835108	ENSG00000251742	RN7SKP13
4	183675603	183675715	ENSG00000201433	RNU6-335P
4	183705931	183706031	ENSG00000251739	RNU6-1053P
4	183653572	183653676	ENSG00000252157	RNU6-479P
4	184278936	184279233	ENSG00000244512	RN7SL28P
4	182169293	182169378	ENSG00000221227	MIR1305
4	182548659	182548779	ENSG00000252343	RNU2-34P
4	154787118	154787278	ENSG00000222582	RNU2-66P
4	182631454	182631688	ENSG00000251714	RN7SKP67
4	154790291	154790484	ENSG00000252604	RNU2-44P
4	174423795	174423864	ENSG00000265846	MIR4276
4	190017696	190017814	ENSG00000201145	RNA5SP175
4	188121531	188121634	ENSG00000201085	RNU6-173P
4	189709539	189709714	ENSG00000202215	RNU1-51P
4	186501109	186501215	ENSG00000212387	RNU6-1055P
4	190015138	190015255	ENSG00000199572	RNA5SP174
4	188716665	188716725	ENSG00000252275	RNU7-192P
4	47847233	47914667	ENSG00000170448	NFXL1
4	47914142	48040173	ENSG00000163293	NIPAL1
4	48066393	48134250	ENSG00000074966	TXK
4	48106081	48106188	ENSG00000200269	RNU6-838P
4	52590960	52659301	ENSG00000109189	USP46
4	52659406	52661668	ENSG00000248866	USP46-DT
4	52712394	52866821	ENSG00000250302	LINC01618
4	52712682	52712747	ENSG00000264585	MIR4449
4	52713249	52713370	ENSG00000212588	SNORA26
4	52722618	52751586	ENSG00000226887	ERVMER34-1
